Date,ID,Source,Content,Username,Location,Verified,Likes,Retweets,Place
2022-07-21 05:27:13+00:00,1.55E+18,Hootsuite Inc.,"NO proper fuel distribution for buses, allege Bus Owners

Details: https://t.co/dX9SXV1Vu4

#SLnews #News1st #SriLanka #lka #SLTB #Transport #PublicTransport #NOFuel #FuelShortage https://t.co/guzXxGrnlI",NewsfirstSL,"Colombo, Sri Lanka",FALSE,45,8,
2022-07-20 19:52:24+00:00,1.55E+18,Twitter for iPhone,"Ale to OZE winne wysokich cen 

#nofuel",MSznycer,Gdansk/Poland,FALSE,0,0,
2022-07-20 15:38:49+00:00,1.55E+18,Twitter for Android,@RollsRoyce Why not use #stirlingengine to extend the range of the electric plane.  #nofuel #zeroemissions #renewableenergy https://t.co/ZWAkDUUSe9,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-20 12:55:04+00:00,1.55E+18,Twitter for iPhone,"@JKowalski_posel @TauronPE Przecież wy, w swojej głupocie, nawet nie zakazaliście eksportu węgla, zakazaliście tylko importować. #NoFuel #Tauron @BusinessInsider https://t.co/3B0hu83YYA",CentralneO,EU,FALSE,51,7,
2022-07-20 03:48:19+00:00,1.55E+18,Twitter for Android,@ToyotaMotorCorp Why not forget the fuel and save people money.  #nofuel #zeroemissions #GreenEnergy #renewableenergy https://t.co/NrzNJlFYzc,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-19 06:30:32+00:00,1.55E+18,Twitter for Android,"भुवनेश्वर में कोरोना मामलों में तेजी से उछाल आया है. जिसे देखते हुए पेट्रोलियम डीलर्स एसोसिएशन ने राजधानी के तमाम पेट्रोल पंप पर मास्क नहीं तो ईंधन नहीं #NoMask #NoFuel का अभियान दोबारा शुरू कर दिया है. @aajtak @bmcbbsr
https://t.co/m977IRLPCk",iamsuffian,Journalist ,TRUE,5,0,
2022-07-19 06:29:45+00:00,1.55E+18,Hootsuite Inc.,"Health Sector facing risk of collapse

Details: https://t.co/5hv9jEMpF2

#SLnews #News1st #SriLanka #lka #HospitalService #HospitalStaff #HEalthSectors #Facing #Risk #NOFuel #FuelShortage #Crisis https://t.co/yqZGdKjPGZ",NewsfirstSL,"Colombo, Sri Lanka",FALSE,44,16,
2022-07-19 05:30:00+00:00,1.55E+18,Twitter for Advertisers,Service your vehicle at e-CAR - join the Club - get the Benefits! For peace of mind - book your vehicle in with us https://t.co/xDAcU2JmmM #eCARAfrica #carservice #carrepairs #towassist #nofuel #locksmith #batteryproblem #Flattyre #Breakdown https://t.co/fEWbNvzKF0,eCARAfrica,South Africa,FALSE,0,0,
2022-07-18 16:08:12+00:00,1.55E+18,Twitter for Android,"In België zijn er te weinig zorgmedewerkers. In Sri Lanka zijn er voldoende, maar ze geraken niet in het ziekenhuis. Het resultaat is hetzelfde, afdelingen worden gesloten. #nofuel",nicodefauw,"Aalst, België",FALSE,1,0,
2022-07-18 04:52:07+00:00,1.55E+18,Twitter for Android,@man_e_s #renewableenergy #nofuel #zeroemissions https://t.co/E5Zl92WNoW,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-17 21:15:52+00:00,1.55E+18,Twitter for Android,@MHIET_Engine #zeroemissions #cleanenergy #nofuel #renewableenergy https://t.co/wYSfWK6LWw,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-17 20:55:44+00:00,1.55E+18,Twitter for Android,@EU_Commission #nofuel #zeroemissions #renewableenergy https://t.co/fMoFA3FfeG,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-17 17:19:34+00:00,1.55E+18,Twitter for Android,@ORECoop #renewableenergy #cleanenergy #GreenEnergy #nofuel #cleanenergy #zeroemissions https://t.co/AGJ4jy7T61,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-17 17:18:09+00:00,1.55E+18,Twitter for Android,@man_e_s #nofuel #zeroemissions #cleanenergy #renewableenergy #endoil https://t.co/lGsVAoyn0R,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-17 17:16:15+00:00,1.55E+18,Twitter for Android,@GE_Power #nofuel #GreenEnergy #cleanenergy #renewableenergy #endoil https://t.co/ePSuKZOTcK,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-16 16:24:36+00:00,1.55E+18,Twitter for Android,@GE_Power @StarwoodEnergy @TheAtlantic Can invest in #ecoenergy #nofuel #GreenEnergy #renewableenergy #cleanenergy https://t.co/m0Y9ZGtfKn,colin86943173,"Prince George, British Columbi",FALSE,0,1,
2022-07-16 00:07:32+00:00,1.55E+18,Twitter for iPhone,#findudiesel #nofuel #EELV #JeSuisEcoloQuandCaMarrange,GwLc_44,France,FALSE,0,0,
2022-07-15 20:13:49+00:00,1.55E+18,Twitter for Android,@DARPA with no smoke stack would be it be harder for a heat-seeking missile to lock on.  #nofuel #zeroemissions #renewableenergy #GreenEnergy https://t.co/dWroSoB16C,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-15 10:15:51+00:00,1.55E+18,Instagram,"We do not remember days, we remember moments.😎🚞
.
.
.
.
.
#travelsrilanka #ellasrilanka #travelintrain #worklife #nofuel #fuelcrisis #fuelcrisislk @ Ella Town, Sri Lanka ඇල්ල නගරය https://t.co/nP1L8LWfEi",DhanukadeSilva,,FALSE,0,0,
2022-07-14 22:22:58+00:00,1.55E+18,Twitter for Android,@generalelectric #nofuel #nodams #zeroemissions #renewableenergy #GreenEnergy https://t.co/LAIibAX0va,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-14 22:22:09+00:00,1.55E+18,Twitter for Android,@GEResearch @globalenergy #nohydrogen #nohindenberg #nofuel #zeeoemissions #renewableenergy https://t.co/yN69cbob4r,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-14 22:19:37+00:00,1.55E+18,Twitter for Android,@W__Home #nonulcear #noternoble #nofuel #zeeoemissions #nowaste #renewableenergy https://t.co/VDS7T4laUT,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-14 22:03:41+00:00,1.55E+18,Twitter for Android,@WECNuclear #nochernoble #nofuel #zeroemissions #nowaste #renewableenergy https://t.co/vnqPbc4pid,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-14 09:59:09+00:00,1.55E+18,Twitter for iPhone,"Curfew &amp; emergency law imposed! 
#NoFuel
#NoPublicTransport #lka #SriLanka https://t.co/fS7zm47DZz",saksivarnan,"Colombo, SriLanka",FALSE,9,4,
2022-07-13 18:53:07+00:00,1.55E+18,Twitter for Android,@Cummins Why not use #stirlingengine and save companies money. #nofuel #zeeoemissions #renewableenergy https://t.co/TB7tkInksP,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-12 05:26:59+00:00,1.55E+18,Hootsuite Inc.,"Hospital activities affected by Fuel Shortage

Details: https://t.co/19dDUYgWEs

#SLnews #News1st #SriLanka #lka #HospitalActivities #FuelShortage #HospitalStaff #NOFuel #MinistryOfHealth https://t.co/0jfoATlQi5",NewsfirstSL,"Colombo, Sri Lanka",FALSE,30,11,
2022-07-10 14:16:43+00:00,1.55E+18,Twitter for Android,#Nofuel: 1990 Ambulance service temporarily suspended in 83 areas #lka #SriLanka #SriLankaCrisis @IndiainSL,Vidiyallk,Sri Lanka ,FALSE,2,1,
2022-07-09 05:39:01+00:00,1.55E+18,Hootsuite Inc.,"Bus operations uncertain on Saturday (9)

Details: https://t.co/WjaIvqOzmI

#SLnews #News1st #SriLanka #lka #Bus #Operations #Uncertain #NoFuel https://t.co/XjrN0fF7WO",NewsfirstSL,"Colombo, Sri Lanka",FALSE,21,5,
2022-07-09 05:30:08+00:00,1.55E+18,Hootsuite Inc.,"NO LIOC distribution to filling stations today (9)

Details: https://t.co/MsF2lUw1hC

#SLnews #News1st #SriLanka #lka #NOFuel #NODistribution #FillingStation #LankaIOC https://t.co/w9kz8QePRM",NewsfirstSL,"Colombo, Sri Lanka",FALSE,13,8,
2022-07-08 15:44:17+00:00,1.55E+18,Twitter for Android,@CleanerShips @RapidTransition Why not add #stirlingengine to extend the range.  #GreenEnergy #nofuel #zeroemissions #cleanenergy #renewableenergy #endoil https://t.co/w7boNzEwGl,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-08 14:33:52+00:00,1.55E+18,Twitter for Android,"It's time people stopped complaining on social media &amp; got off their knees &amp; did something like the Dutch, Polish etc otherwise we are well &amp; truly f*cked #NoFuel #NoHeat #HeatOrEat #foodshortage",Taffouna25,"Here, there & everywhere ➡️⬆️",FALSE,0,0,
2022-07-08 14:02:14+00:00,1.55E+18,Twitter for Android,@hitachienergy Why not invest on energy solutions that save people money? #nofuel #zeroemissions #renewableenergy #GreenEnergy #nohindenberg https://t.co/a2qKHNjEcb,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-08 13:59:05+00:00,1.55E+18,Twitter for Android,@ToyotaMotorCorp Why not save people money and remove the fuel. #nofuel #ecoenergy #zeroemissions #GreenEnergy #renewableenergy https://t.co/WMdrOdYQOg,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-08 12:55:56+00:00,1.55E+18,Twitter for Android,"They robbed my country and now...!!! 
#nofuel #srilankanpoliticalcrisis #GoHomeGota2022 #GoHomeRajapakshas #Rajapaksethieves 🖕 https://t.co/FgkKajRS6Z",Gethzi_k,"colombo, Sri Lanka",FALSE,0,1,"Place(id='173c2bb9d42baaa5', fullName='Sri Lanka', name='Sri Lanka', type='country', country='Sri Lanka', countryCode='LK')"
2022-07-08 04:52:12+00:00,1.55E+18,Twitter Web App,"No fuel ships will arrive before 10 July – official 

https://t.co/vUOkytOVHs

#TheIsland #TheIslandnewspaper #TheIslandOnline #FuelCrisis #nofuel #CPC #SriLankaCrisis #SriLankaEconomicCrisis https://t.co/sl61I56igu",theisland_lk,,FALSE,0,0,
2022-07-07 08:03:22+00:00,1.54E+18,Hootsuite Inc.,"Less number of private buses on Thursday (7)

Details: https://t.co/rjuXN5KCDh

#SLnews #News1st #SriLanka #lka #PrivateBuses #SLTB #LessNumbers #NOFuel #Operat #Buses https://t.co/VCufrVKicf",NewsfirstSL,"Colombo, Sri Lanka",FALSE,29,2,
2022-07-07 05:39:53+00:00,1.54E+18,Hootsuite Inc.,"Long queues for fuel at LIOC filling stations

Details: https://t.co/DdpgQhZtOD

#SLnews #News1st #SriLanka #lka #LongQueues #FuelQueues #FillingStations #LankaIOC #Fuel #FuelCrisis #Crisis #NOFuel #TenseSituation",NewsfirstSL,"Colombo, Sri Lanka",FALSE,24,8,
2022-07-06 15:10:49+00:00,1.54E+18,Twitter for Android,@POTUS Companies can use #stirlingengine to save people money.  #nofuel #zeroemissions #cleanenergy #endoil #renewableenergy #RenewableElectricity https://t.co/B7yk2iiV4B,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-06 15:09:29+00:00,1.54E+18,Twitter for Android,@PetrofacGroup #ecoenergy 24/7 #renewableenergy #nofuel #greenenergy #zeroemissions #endoil https://t.co/dc3OmGSjVL,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-07-06 02:37:43+00:00,1.54E+18,Twitter for iPhone,Loves app is flawed! #error #noshower #nofuel @LovesTravelStop @SpeedcoPM https://t.co/1u6vf1IDHJ,_BeetleBailey,"Lewisville, TX",FALSE,0,0,"Place(id='75161a014946f779', fullName='Madera Acres, CA', name='Madera Acres', type='city', country='United States', countryCode='US')"
2022-07-06 01:11:11+00:00,1.54E+18,Twitter for iPhone,"If @GotabayaR care about people Now he would have been resigned his position. People also be silent nowadays.. people should come out until Gota resignation. If not,  will be a big issue for our people. Now only #NOFUEL,#NOGAS but very soon #NOFOODS  #EconomicCrisisLK #GoHomeGota",e_ceylon,Sri Lannka,FALSE,0,1,
2022-07-05 13:02:39+00:00,1.54E+18,Hootsuite Inc.,"Health sector in limbo due to fuel crisis

Details: https://t.co/7iyW6pj56Q

#SLnews #News1st #SriLanka #lka #HealthSectors #Limbo #FuelCrisis #NOFuel #FuelQueue #Health",NewsfirstSL,"Colombo, Sri Lanka",FALSE,16,11,
2022-07-05 07:27:46+00:00,1.54E+18,Twitter for Android,"In the last 3 decades, I have never been so afraid of a country.

#Nolight
#NoFuel 
#dieselflyinghigh
#ASUUstrike
#Increasetaxation
Growing #Food Inflation 
#Nairadevaluation
Petrifying Level of #Insecurity...

In 2023, either we get it right or get it right✅️
No options! https://t.co/q8qsoRDMd6",Okafov01,,FALSE,3,0,
2022-07-04 04:35:22+00:00,1.54E+18,Hootsuite Inc.,"FUEL CRISIS: Private Buses limit operations

Details: https://t.co/y3bYj1OuXm

#SLnews #News1st #SriLanka #lka #FuelCrisis #PrivateBuses #Limited #Operation #NOFuel #NOBuses",NewsfirstSL,"Colombo, Sri Lanka",FALSE,8,4,
2022-07-04 04:26:10+00:00,1.54E+18,Hootsuite Inc.,"Filling Station owners pay Rs. 700 Mn to CEYPETCO

Details: https://t.co/Nohup2UmTm

#SLnews #News1st #SriLanka #lka #FillingStation #CEYPETO #Fuel #FuelQueue #NOFuel https://t.co/jixrFYP1Cw",NewsfirstSL,"Colombo, Sri Lanka",FALSE,31,6,
2022-07-04 02:13:23+00:00,1.54E+18,Twitter for Android,Beautiful sunset #beach #sunset #nofuel #FuelPrice #sunrise https://t.co/rsqBlgFXPM,MaalsDiaries,,FALSE,2,0,
2022-07-03 15:31:22+00:00,1.54E+18,Jetpack.com,"The Education Ministry decided that all government and government-approved private schools would be given holidays from July 4 to 8.

#MunsifDigital
#NoFuel
#SriLanka
#Declares
#WeekLong
#HolidayforSchools https://t.co/8ddPXHJZxJ",munsifdigital,Hyderabad ,FALSE,0,0,
2022-07-03 10:07:20+00:00,1.54E+18,Twitter for Android,"We believe in quality work.
Naks-90 ebike, best for you, best for univers, 
#ElectricVehicles
#zeropollution
#nopetrol
#nofuel https://t.co/JwhiBzkrOm",Motorkit_in,"Ahmadabad City, India",FALSE,0,0,
2022-07-02 18:27:05+00:00,1.54E+18,Twitter for Android,@A_Bandara94 කොලඹ එන්න විදියක් නෑ ! #nofuel,ambii_u12,Sri Lanka,FALSE,0,0,
2022-07-02 14:00:56+00:00,1.54E+18,Twitter for iPhone,But damn I didn’t study so hard and work so hard to feel damn wretched every passing day! #SriLanka #lkacrisis #nofuel #GoHomeGota2022,hansilife,,FALSE,2,3,"Place(id='173c2bb9d42baaa5', fullName='Sri Lanka', name='Sri Lanka', type='country', country='Sri Lanka', countryCode='LK')"
2022-07-01 08:06:32+00:00,1.54E+18,Twitter Web App,"Dear July, 
please be kind for #Tigray, my people with this cold and rainy season with very little or #nofood and #nomedicine and #nofuel.
Pls stop the suffering of infants, mothers and children living through hell. Yet the world's biggest concern's politics &amp; not humanitarian",sewyew10,"Philadelphia, PA",FALSE,1,0,
2022-06-30 19:03:04+00:00,1.54E+18,Twitter for Android,@ENERGY By using #stirlingengine we can have #zeroemissions #Renewable_energy_system that uses #nofuel. #endoil https://t.co/kETYOMWfMV,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-30 14:21:50+00:00,1.54E+18,Twitter for Android,"Why can't any IT sector working for the government can't think of a simple idea to eliminate this issue? You do the infrastructure first and there are hundreds of Cyber Security Engineers already in SL who can support to keep on the system to run securely. 
#nopetrol #nofuel #IT",Viththahan,,FALSE,0,0,
2022-06-30 07:52:08+00:00,1.54E+18,Twitter for iPhone,"@_wally01 Not only you, now everyone has to walk only #nofuel",AfresAzwer,Above and beyond,FALSE,1,0,
2022-06-30 04:25:44+00:00,1.54E+18,Twitter for iPhone,One of the best number plates! Especially since the recent price hikes on fuel. @elonmusk take note 👀 #Tesla #nofuel #ev #best https://t.co/GU33mvCV37,indebt_OZ,"Gold Coast, Queensland",FALSE,0,0,
2022-06-29 19:29:13+00:00,1.54E+18,Twitter for Android,"""#nofuel"" will be trending soon.",LepageDavid,"Montréal, Québec",FALSE,1,0,
2022-06-28 20:44:27+00:00,1.54E+18,Twitter for Android,@Dhhubbell @LucyGilliam @CleanArctic #endoil #endfossilfuels #nofuel #zeroemissions #greenenergy #renewableenergy https://t.co/o0D7GVEsHB,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-28 13:10:58+00:00,1.54E+18,Twitter for Android,"Walking game, going strong 💪🏽 
#lka #FuelCrisisLK #SriLankaCrisis #SriLankaEconomicCrisis #nofuel",thanuki_g,Sri Lanka ,FALSE,14,4,"Place(id='173c2bb9d42baaa5', fullName='Sri Lanka', name='Sri Lanka', type='country', country='Sri Lanka', countryCode='LK')"
2022-06-28 12:08:52+00:00,1.54E+18,Twitter for Android,"Future leaders....
#GoHomeGota2022 
#EconomicCrisis
#nofuel
#lka https://t.co/YbFDzIxVQS",Muaadh_Kamal,Sri Lanka ,FALSE,10,1,
2022-06-28 07:53:04+00:00,1.54E+18,Hootsuite Inc.,"City Schools closed until 10th July

Details: https://t.co/DJ8IrmgnP5

#SLnews #News1st #SriLanka #lka #School #CitySchools #Closed #NOFuel #Until #10thJuly",NewsfirstSL,"Colombo, Sri Lanka",FALSE,17,3,
2022-06-28 07:42:16+00:00,1.54E+18,Hootsuite Inc.,"Many filling stations closed due to shortage

Details: https://t.co/2kzeALuArp

#SLnews #News1st #SriLanka #lka #FillingStations #NOFuel #Token",NewsfirstSL,"Colombo, Sri Lanka",FALSE,11,3,
2022-06-28 06:39:31+00:00,1.54E+18,Twitter for Android,තෙල් නැතිව දැන් පැය දොලහයි #lka #EconomicCrisisLK #nofuel,hiran_Ka,Sri Lanka,FALSE,4,7,
2022-06-28 02:23:19+00:00,1.54E+18,Twitter Web App,"It’s the time for the raise of fuel #Black #Marketing 

Let’s wait and see it’s capacity. #CPC may fail to beat this capacity.

#CPC #FuelCrisisSL #nofuel #SriLanka #SriLankaCrisis https://t.co/qXIppYWT1d",henoshan,"Colombo, Sri Lanka",FALSE,2,2,
2022-06-28 01:01:51+00:00,1.54E+18,Twitter for Android,@EUEnvironment @EMSA_EU @EU_MARE @EU_ENV Make greener ships #endoil #endfossilfuel #nofuel #zeroemisisons #ecofriendly #renewableenergy https://t.co/cgfty3yCH1,colin86943173,"Prince George, British Columbi",FALSE,1,0,
2022-06-27 18:46:35+00:00,1.54E+18,Twitter for Android,@CDNEnergyCentre #EndFossilFuels #nofuel #endoil #renewableenergy #greenenergy #zeroemissions https://t.co/PNgIN5KPzu,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-27 18:44:45+00:00,1.54E+18,Twitter for Android,@Power_MHI Why not invest in #cleanenergy and save people money with #nofuel #zeroemissions #renewableenergy https://t.co/I0RlPyyN8r,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-27 18:43:45+00:00,1.54E+18,Twitter for Android,@ENERGY @SecGranholm #renewableenergy #nofuel #endoil #EndFossilFuels #zeroemissions #greenenergy #zeroemissions https://t.co/EVl4qjmfMO,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-27 18:42:38+00:00,1.54E+18,Twitter for Android,@CDNEnergyCentre No we need Canada to invest in true #ecofriendly products #EndFossilFuels #endoil #renewableenergy #nofuel #zeroemissions #greenenergy https://t.co/bHRhCjNOYB,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-27 11:34:26+00:00,1.54E+18,Twitter for Android,"So here's a short video of 3 fuel sheds covered out of 8 I witnessed with long queues.

With over 2kms length of queues where many have stranded their vehicles and some sleeping inside with the hopes of getting fuel.

#EconomicCrisis #NoFuel #CrisisLK #Mismanagement https://t.co/FWQLoYTvC2",AshiqNiyaz,Sri Lanka,FALSE,2,0,
2022-06-27 09:51:24+00:00,1.54E+18,Twitter for Android,"Only the Electrical Vehicles are the Solution For Srilanka
#EconomicCrisisLK 
#Nofuel
Need Tesla For Srilanka
@elonmusk
@Tesla",Aaidh__,,FALSE,3,1,
2022-06-25 12:20:17+00:00,1.54E+18,LinkedIn,#nofuel https://t.co/LNmVPB0MAv,MichaelJayawar2,,FALSE,0,0,
2022-06-25 03:06:07+00:00,1.54E+18,Twitter for Android,@NASA_Technology #nofuel #renewableenergy #cleanenergy #endoil #endnulcear #zeroemisisons https://t.co/HTXdgtcSUY,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-24 11:33:14+00:00,1.54E+18,Twitter for Android,"Quit spending your precious time at the fuel station, get your solar solution today and worry less about fuel hike and scarcity.
#solarsolution #fuelhike #fuelscarcity #nofuel #fuelscarcityinnigeria #solarpanels #solarpowerinternational  #solarenergy https://t.co/TtDShuA4En",hydrenenergy,"Lagos, Nigeria",FALSE,2,0,
2022-06-24 07:31:41+00:00,1.54E+18,Twitter for iPhone,"Good morning warriors 
Let's keep fighting this battle for survival cos ihn nr really easy right now. 
Every day commodities are getting expensive, no price control. 
@PresidentBio your citizen are suffering sir
What's going on? 
#nofuel
#nopricecontrol",ibrabahz14,"Sierra leone,west Africa",FALSE,6,0,
2022-06-23 23:28:39+00:00,1.54E+18,Twitter for Android,@CDNEnergyCentre Could build #stitlingengine and #endoil #endnuclear #endlng #endnatgas #zeroemisisons #renewableenergy #nofuel https://t.co/L2WNxPF50Y,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-23 17:41:12+00:00,1.54E+18,Twitter for Android,@Richard_Dixon @TheScotsman We can use #stirlingengine to also make #ecoenergy #renewableenergy #nofuel #endnulcear #endoil #zeroemissions https://t.co/PxYE9gVCau,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-23 17:27:37+00:00,1.54E+18,Twitter for Android,@CDNEnergyCentre So let's kill the demand by going with #ecofriendly products.  #endoil #nofuel #renewableenergy https://t.co/bhMjWeRNbl,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-23 16:58:08+00:00,1.54E+18,Twitter for Android,@MHI_Group @Electric_H2 Why not add #stirlingengine to really make it #ecofriendly. #nofuel #renewableenergy #endoil https://t.co/VVhDuiwQvl,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-23 12:07:54+00:00,1.54E+18,Zoho Social,"We are live at Landmark Center Lagos discussing ""How Solar Power is Empowering Industry Expansion""

#GoSolarChooseArnergy #NationalGrid #BlackOut #Nepa #NoFuel #SolarEnergy #Conference https://t.co/BST8LoHAK4",arnergy,Nigeria and West Africa,FALSE,3,0,
2022-06-23 07:01:01+00:00,1.54E+18,Twitter for iPhone,#towlife #truckerlife #18wheeler #nofuel  https://t.co/0KfaUTIglQ,PampireRN,,FALSE,0,0,
2022-06-23 05:55:07+00:00,1.54E+18,Twitter for Android,"5⃣9⃣7⃣
Days of #TigrayGenocide 
Days of #TigrayFamine
Days of #NoFood
Days of #NoBank
Days of #NoElectricity
Days of #NoInternet
Days of #NoMedicine
Days of #Communication
Days of #NoJustice
Days of #NoFuel

@mbachelet @JosepBorrellF @StateDept @PowerUSAID @SecBlinken @EUCouncil",SaveTigray29,"East Borneo, Indonesia",FALSE,0,3,
2022-06-23 03:48:25+00:00,1.54E+18,Twitter for Android,@attep @wartsilacorp @ecotricity Say no to fuel.  Save companies and people money.  #zeroemissions #nofuel #cleanenergy https://t.co/BeZtl7O6Rb,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-23 02:36:16+00:00,1.54E+18,Twitter for Android,@MHI_Group Well can add #sirlingmotor to areas of high demand to offset the grid as well as reduce likely hood of a power outage.  #renewableenergy #nofuel #zeroemissions #GreenEnergy #endoil #GreenEnergy https://t.co/DDj4syEeIy,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-23 00:15:34+00:00,1.54E+18,Twitter for Android,@VolvoGroup add #stirlingengine to increase the range. #ecopower #nofuel #zeroemisisons #GreenEnergy #renewableenergy #endoil https://t.co/EmJnHck2OU,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-22 14:02:31+00:00,1.54E+18,Twitter for Android,@ABVolvoPenta @DanfossEditron @seawork #ecopower #nofuel #endoil #renewableenergy #ZeroEmissions https://t.co/zRHk5wNe7R,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-22 00:55:04+00:00,1.54E+18,Twitter for Android,@CDNEnergyCentre Or forget facial fuels altogether and invest in #GreenEnergy #renewableenergy #nofuel #endoil #zeroemissions #cleanenergy https://t.co/g4KGinzDAm,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-21 14:44:54+00:00,1.54E+18,Twitter for Android,@ABVolvoPenta @EHMWExpo @JW_Vissers Can add #stirlingengine for extra range.  #nofuel #zeroemissions #cleanenergy #endoil #renewableenergy https://t.co/fN91TMiv8b,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-21 08:43:10+00:00,1.54E+18,Twitter for Android,"""Things are falling apart"" right before their eyes yet they would not lift a finger to HELP #Nigeria.   The country is barely standing on one leg, we are saddled with irresponsible bunch in power #NoFuel #NoLight #RavagingHunger #insecurity #NoGoodHealth",abiodunfred,"Lagos, Nigeria",FALSE,0,1,
2022-06-21 07:40:01+00:00,1.54E+18,Twitter for Android,#nofuel https://t.co/bvgLghUk5d,benstantine,"Lagos, Nigeria",FALSE,3,0,
2022-06-21 06:34:17+00:00,1.54E+18,Twitter for Android,"Staying in Lagos is not for the weak 12pm never reach I don tire for today ☹ 
#Nofuel #Traffic 
#PetrolDieselPriceHike 
#PeterObiForPresident2023",CaselessAwana,Lagos,FALSE,0,0,
2022-06-21 03:45:20+00:00,1.54E+18,Twitter for Android,@mzjacobson @BusinessGreen Can add #stirlingengine to increase the range.  #renewableenergy #nofuel #zeroemissions #greenenergy #endoil #greenenergy https://t.co/glKND5DNXP,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-21 01:07:24+00:00,1.54E+18,Twitter for Android,@HitachiGlobal #nofuel #zeroemissions #ecofriendly #endoil #renewableenergy https://t.co/ewEdZf1zb6,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-21 01:06:11+00:00,1.54E+18,Twitter for Android,@Hitachi_Japan #renewableenergy #endoil #ecofriendly #nofuel #zeroemissions https://t.co/Txk1UZAnXZ,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-21 01:04:35+00:00,1.54E+18,Twitter for Android,@hitachienergy #ecofriendly #renewableenergy #nofuel #endoil #greenenergy #zeroemissions https://t.co/EbkKwURAeM,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-20 19:54:25+00:00,1.54E+18,Twitter for Android,@SAFRAN @GEAviation @CFM_engines Why not forget working on a fosial fuel engines and work on a #greenenergy #nofuel #zeroemissions #renewableenergy #endoil #cleanenergy https://t.co/NXrihBr1Qu,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-20 15:51:17+00:00,1.54E+18,Twitter for Android,@MHI_Group @Power_MHI Should kiss fosial fuels and go with #greenenergies #nofuel #zeroemissions #cleanenergy #renewableenergy #endoil https://t.co/61wWTRCvMz,colin86943173,"Prince George, British Columbi",FALSE,0,0,
2022-06-20 03:25:09+00:00,1.54E+18,Twitter for iPhone,"If the Administration wants to rid of ""fossil fuels"", tell me how the HELL are we going to farm or transport goods? The cost has risen so high that it's almost impossible to afford anymore. 🤬
#DidntThinkitThru
#CreatedMoreProblems
#NoFuel=WorldHunger https://t.co/bJU8MZUiki",bobbijean813,"Jacksonville Beach, FL",FALSE,12,0,
2022-06-19 20:08:41+00:00,1.54E+18,Twitter for Android,@ZeroCarbonShip #nofuel #zeroemissions #renewableenergy #endoil #cleanenergy https://t.co/rbayEzKmIk,colin86943173,"Prince George, British Columbi",FALSE,0,0,
